binCapacity,id,wardID,binColor,binID,binCategory,binFullnessThreshold,location.coordinates,location.type,deviceInfo.rfID,deviceInfo.deviceID
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,7,Green,1127,Dustbin,80,"[82.99697, 25.35382]",Point,E200637C923288716614A621,GBIN001127
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,4,Green,1128,Dustbin,80,"[82.98547, 25.31205]",Point,E2000015350501841300942F,GBIN001128
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,113,Dustbin,80,"[83.004438, 25.330426]",Point,E200637C9218E1B166143F86,GBIN000307
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,4,Green,1130,Dustbin,80,"[82.98625, 25.31203]",Point,E200637C923787716614BA1D,GBIN001130
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,4,Green,1132,Dustbin,80,"[82.9857, 25.3121]",Point,E200637C9236E2B16614B78A,GBIN001132
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,35,Green,1133,Dustbin,80,"[82.99594, 25.36551]",Point,E200637C92C0DE7166163379,GBIN001133
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,114,Dustbin,80,"[83.003079, 25.333246]",Point,E200637C9203FB716613E12D,GBIN000147
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,7,Green,1143,Dustbin,80,"[82.99939, 25.35166]",Point,E200637C923EE6316614D798,GBIN001143
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,36,Green,1144,Dustbin,80,"[83.01171, 25.33607]",Point,E200637C920006316613DC18,GBIN001144
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,65,Green,1145,Dustbin,80,"[83.0049, 25.31593]",Point,E2005024981400870310E8E2,GBIN001145
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,65,Green,1146,Dustbin,80,"[83.00498, 25.31592]",Point,E200637C920189B16613E226,GBIN001146
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,36,Green,1147,Dustbin,80,"[83.01171, 25.33608]",Point,E200637C9211ADF1661422B7,GBIN001147
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,34,Green,1149,Dustbin,80,"[82.98994, 25.34278]",Point,E200001627040075141089BE,GBIN001149
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,115,Dustbin,80,"[83.004945, 25.331611]",Point,E200637C9289F3F1661557CF,GBIN000128
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,7,Green,1150,Dustbin,80,"[83.00253, 25.35423]",Point,E200637C929A70B1661599C2,GBIN001150
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,4,Green,1151,Dustbin,80,"[82.98609, 25.312]",Point,E200637C9203AC716613EAB1,GBIN001151
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,34,Green,1152,Dustbin,80,"[82.98577, 25.34475]",Point,E20040806903001716406DEA,GBIN001152
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,7,Green,1153,Dustbin,80,"[83.00482, 25.3563]",Point,E200637C920DC6B16614131A,GBIN001153
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,34,Green,1154,Dustbin,80,"[82.98576, 25.34475]",Point,E200637C923ED8F16614D763,GBIN001154
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,38,Green,1155,Dustbin,80,"[82.984, 25.3454]",Point,E200637C92CE7571661669D5,GBIN001155
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,71,Green,1156,Dustbin,80,"[83.00524, 25.30622]",Point,E2004133741201350180F1A6,GBIN001156
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,35,Green,1158,Dustbin,80,"[83.00524, 25.36249]",Point,E200637C92028FB16613E63E,GBIN001158
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,42,Green,116,Dustbin,80,"[83.018346, 25.330031]",Point,E200637C922609316614ED24,GBIN000174
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,38,Green,1161,Dustbin,80,"[82.98825, 25.35055]",Point,E200637C9244FE716614EFF9,GBIN001161
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,25,Green,1162,Dustbin,80,"[82.98844, 25.29981]",Point,E200637C92C0F2F1661633CB,GBIN001162
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,35,Green,1165,Dustbin,80,"[83.00575, 25.36758]",Point,E200637C923B97316614CA5C,GBIN001165
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,71,Green,1166,Dustbin,80,"[83.00512, 25.30593]",Point,E2000016120C00560650D57C,GBIN001166
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,25,Green,1167,Dustbin,80,"[82.98762, 25.29981]",Point,E200637C921ACFB16614473E,GBIN001167
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,38,Green,1168,Dustbin,80,"[82.98606, 25.34947]",Point,E200637C9226B371661476CD,GBIN001168
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,117,Dustbin,80,"[83.003125, 25.333342]",Point,E200637C923ED9F16614D767,GBIN000217
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,25,Green,1170,Dustbin,80,"[82.98664, 25.30002]",Point,E200637C92B915B166161456,GBIN001170
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,38,Green,1171,Dustbin,80,"[82.98673, 25.34939]",Point,E200637C923CC7B16614CF1E,GBIN001171
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,4,Green,1172,Dustbin,80,"[82.98479, 25.31333]",Point,E20000156817021815407AD7,GBIN001172
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,25,Green,1173,Dustbin,80,"[82.9848, 25.3002]",Point,E200637C92384AF16614BD2B,GBIN001173
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,20,Green,1175,Dustbin,80,"[82.99188, 25.33085]",Point,E200637C92B219716615F865,GBIN001175
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,7,Green,1177,Dustbin,80,"[82.99434, 25.34973]",Point,E200637C92155C3166143170,GBIN001177
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,66,Green,118,Dustbin,80,"[83.032927, 25.339935]",Point,E200637C92412EB16614E0BA,GBIN000173
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,25,Green,1181,Dustbin,80,"[82.98694, 25.29874]",Point,E200637C921E1B716614546D,GBIN001181
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,20,Green,1183,Dustbin,80,"[82.99647, 25.33307]",Point,E2005163420F02470850C4AE,GBIN001183
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,25,Green,1185,Dustbin,80,"[82.98899, 25.29838]",Point,E200637C92D18F716616763D,GBIN001185
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,45,Green,1187,Dustbin,80,"[82.99305, 25.29911]",Point,E200637C9227D17166147B45,GBIN001187
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,7,Green,1189,Dustbin,80,"[82.99974, 25.34965]",Point,E200637C923717B16614B85E,GBIN001189
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,78,Green,119,Dustbin,80,"[83.016632, 25.33184]",Point,E200637C920D617166141185,GBIN000248
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,12,Green,1192,Dustbin,80,"[83.00963, 25.34882]",Point,E200637C922C3BB166148CEE,GBIN001192
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,30,Green,1193,Dustbin,80,"[83.02555, 25.36809]",Point,E200637C92A5CFB16615C73E,GBIN001193
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,11,Green,1194,Dustbin,80,"[83.003, 25.2836]",Point,E200637C92271BB16614786E,GBIN001194
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,5,Green,1195,Dustbin,80,"[83.0066, 25.34925]",Point,E200637C9235CE716614B339,GBIN001195
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,30,Green,1198,Dustbin,80,"[83.02471, 25.36077]",Point,E200637C921459F166142D67,GBIN001198
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,7,Green,1199,Dustbin,80,"[82.99698, 25.3495]",Point,E200637C920286F16613E61B,GBIN001199
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,3,Green,12,Dustbin,80,"[82.968062, 25.316591]",Point,E200637C9204C4316613EF10,GBIN000073
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,120,Dustbin,80,"[83.003163, 25.33345]",Point,E200637C929B11F166159C47,GBIN000238
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,27,Green,1200,Dustbin,80,"[82.99147, 25.30728]",Point,E200637C923525F16614B097,GBIN001200
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,62,Green,1202,Dustbin,80,"[82.99475, 25.30904]",Point,E20000162703005424401E7F,GBIN001202
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,62,Green,1203,Dustbin,80,"[82.99482, 25.30951]",Point,E200512889030267141088A7,GBIN001203
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,7,Green,1207,Dustbin,80,"[82.99462, 25.3497]",Point,E200637C920634316613F4D0,GBIN001207
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,45,Green,1208,Dustbin,80,"[83.00016, 25.30552]",Point,E20051696716012116506C7E,GBIN001208
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,121,Dustbin,80,"[83.003239, 25.331738]",Point,E200637C9215BDB1661432F6,GBIN000250
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,29,Green,1210,Dustbin,80,"[82.98274, 25.28182]",Point,E200637C920204316613E410,GBIN001210
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,34,Green,1211,Dustbin,80,"[82.99012, 25.3487]",Point,E200637C92C69F7166164A7D,GBIN001211
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,11,Green,1212,Dustbin,80,"[83.00294, 25.28369]",Point,E20030000717018712209C36,GBIN001212
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,20,Green,1213,Dustbin,80,"[82.99335, 25.33187]",Point,E200637C923246F16614A51B,GBIN001213
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,34,Green,1214,Dustbin,80,"[82.99011, 25.34869]",Point,E2003000070001420270F4EC,GBIN001214
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,34,Green,1215,Dustbin,80,"[82.98725, 25.34426]",Point,E20051860318013020603F35,GBIN001215
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,34,Green,1216,Dustbin,80,"[82.98727, 25.34428]",Point,E200637C9241E7716614E39D,GBIN001216
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,58,Green,1217,Dustbin,80,"[82.9968, 25.33297]",Point,E2000017020201301040B32C,GBIN001217
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,86,Green,122,Dustbin,80,"[83.008105, 25.336977]",Point,E200637C923FACB16614DAB2,GBIN000191
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,20,Green,1220,Dustbin,80,"[82.9962, 25.33337]",Point,E2004128001101821000B5D4,GBIN001220
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,62,Green,1223,Dustbin,80,"[82.98934, 25.31058]",Point,E20030988208000914408462,GBIN001223
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,32,Green,1224,Dustbin,80,"[82.98874, 25.31652]",Point,E200637C9232D3716614A74D,GBIN001224
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,13,Green,1225,Dustbin,80,"[82.98171, 25.26356]",Point,E200637C9209EEF1661403BB,GBIN001225
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,18,Green,1226,Dustbin,80,"[82.99249, 25.33054]",Point,E2004106141202070480E67B,GBIN001226
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,27,Green,1228,Dustbin,80,"[82.99119, 25.30696]",Point,E2005163421001840330F047,GBIN001228
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,27,Green,1229,Dustbin,80,"[82.99119, 25.30696]",Point,E200410614130280185057A8,GBIN001229
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,88,Green,123,Dustbin,80,"[83.005553, 25.33156]",Point,E200637C923B6FF16614C9BF,GBIN000020
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,27,Green,1230,Dustbin,80,"[82.9912, 25.30695]",Point,E2005100230C02491350989D,GBIN001230
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,27,Green,1231,Dustbin,80,"[82.9912, 25.30695]",Point,E2000017020101731420879E,GBIN001231
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,45,Green,1233,Dustbin,80,"[82.99868, 25.29809]",Point,E20050249814003018505350,GBIN001233
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,32,Green,1236,Dustbin,80,"[82.98888, 25.31611]",Point,E2000015681701210640D894,GBIN001236
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,45,Green,1237,Dustbin,80,"[83.00042, 25.30546]",Point,E200637C921B7171661449C5,GBIN001237
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,45,Green,1239,Dustbin,80,"[82.99687, 25.30559]",Point,E200300007180068220032AB,GBIN001239
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,124,Dustbin,80,"[83.002729, 25.333154]",Point,E200637C922A5B316614764C,GBIN000257
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,27,Green,1242,Dustbin,80,"[82.99157, 25.30735]",Point,E20041280014006016706C03,GBIN001242
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,27,Green,1243,Dustbin,80,"[82.99157, 25.3073]",Point,E20030312213015624401BA6,GBIN001243
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,27,Green,1245,Dustbin,80,"[82.98819, 25.3064]",Point,E200637C91A1833166130E0C,GBIN001245
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,9,Green,1246,Dustbin,80,"[82.99807, 25.28757]",Point,E200637C92126DF1661425B7,GBIN001246
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,32,Green,1247,Dustbin,80,"[82.98879, 25.31379]",Point,E20000172705006519804DDA,GBIN001247
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,32,Green,1249,Dustbin,80,"[82.98633, 25.30796]",Point,E200637C9214347166142CD1,GBIN001249
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,125,Dustbin,80,"[83.003775, 25.335024]",Point,E200637C9210D73166141F5C,GBIN000229
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,4,Green,1250,Dustbin,80,"[82.98593, 25.31324]",Point,E2003072381701151130A455,GBIN001250
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,39,Green,1251,Dustbin,80,"[83.02369, 25.33362]",Point,E200637C92062B316613F4AC,GBIN001251
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,39,Green,1254,Dustbin,80,"[83.02462, 25.33625]",Point,E2000016330301320970B7E4,GBIN001254
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,32,Green,1258,Dustbin,80,"[82.98419, 25.30764]",Point,E20000167302008313908E4A,GBIN001258
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,80,Green,126,Dustbin,80,"[83.002758, 25.333307]",Point,E200637C9212F7B1661427DF,GBIN000208
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,18,Green,1260,Dustbin,80,"[82.99331, 25.32927]",Point,E2000016191201450840C818,GBIN001260
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,41,Green,1262,Dustbin,80,"[82.99143, 25.32299]",Point,E2000016270301891160A75D,GBIN001262
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,73,Green,1263,Dustbin,80,"[82.99116, 25.31937]",Point,E200410265130104169065C5,GBIN001263
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,29,Green,1266,Dustbin,80,"[82.98657, 25.2768]",Point,E200637C923BACB16614CAB2,GBIN001266
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,45,Green,1268,Dustbin,80,"[82.99651, 25.30551]",Point,E200300007130112234023E8,GBIN001268
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,37,Green,1269,Dustbin,80,"[82.99935, 25.32757]",Point,E20041251312008313808977,GBIN001269
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,28,Green,127,Dustbin,80,"[83.002809, 25.329097]",Point,E200637C9201E6F16613F49B,GBIN000168
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,32,Green,1270,Dustbin,80,"[82.98895, 25.3161]",Point,E200637C928B7A7166155DE9,GBIN001270
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,13,Green,1277,Dustbin,80,"[82.96738, 25.27773]",Point,E200637C92009E316613DE78,GBIN001277
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,62,Green,1278,Dustbin,80,"[82.99066, 25.30879]",Point,E200637C92A5CDB16615C736,GBIN001278
1.1,varanasismartcity.gov.in/62d1f729edd3d2a1a090cb1c6c89356296963d55/rs.iudx.org.in/varanasi-swm-additional-info/varanasi-swm-bin-details,62,Green,1279,Dustbin,80,"[82.99063, 25.3088]",Point,E200637C9208E5B16613FF96,GBIN001279
